12:05:00 AM,0,0,0,,,,
12:10:00 AM,0,0,0,,,,
12:15:00 AM,0,0,0,,,,
12:20:00 AM,0,0,0,,,,
12:25:00 AM,0,0,0,,,,
12:30:00 AM,0,0,0,,,,
12:35:00 AM,0,0,0,,,,
12:40:00 AM,0,0,0,,,,
12:45:00 AM,0,0,0,,,,
12:50:00 AM,0,0,0,,,,
12:55:00 AM,0,0,0,,,,
1:00:00 AM,0,0,0,,,,
1:05:00 AM,0,0,0,,,,
1:10:00 AM,0,0,0,,,,
1:15:00 AM,0,0,0,,,,
1:20:00 AM,0,0,0,,,,
1:25:00 AM,0,0,0,,,,
1:30:00 AM,0,0,0,,,,
1:35:00 AM,0,0,0,,,,
1:40:00 AM,0,0,0,,,,
1:45:00 AM,0,0,0,,,,
1:50:00 AM,0,0,0,,,,
1:55:00 AM,0,0,0,,,,
2:00:00 AM,0,0,0,,,,
2:05:00 AM,0,0,0,,,,
2:10:00 AM,0,0,0,,,,
2:15:00 AM,0,0,0,,,,
2:20:00 AM,0,0,0,,,,
2:25:00 AM,0,0,0,,,,
2:30:00 AM,0,0,0,,,,
2:35:00 AM,0,0,0,,,,
2:40:00 AM,0,0,0,,,,
2:45:00 AM,0,0,0,,,,
2:50:00 AM,0,0,0,,,,
2:55:00 AM,0,0,0,,,,
3:00:00 AM,0,0,0,,,,
3:05:00 AM,0,0,0,,,,
3:10:00 AM,0,0,0,,,,
3:15:00 AM,0,0,0,,,,
3:20:00 AM,0,0,1,,,,
3:25:00 AM,0,0,0,,,,
3:30:00 AM,0,0,0,,,,
3:35:00 AM,0,0,0,,,,
3:40:00 AM,0,0,0,,,,
3:45:00 AM,0,0,0,,,,
3:50:00 AM,0,0,0,,,,
3:55:00 AM,0,0,0,,,,
4:00:00 AM,0,0,0,,,,
4:05:00 AM,0,0,0,,,,
4:10:00 AM,0,0,0,,,,
4:15:00 AM,0,0,0,,,,
4:20:00 AM,0,0,0,,,,
4:25:00 AM,0,0,0,,,,
4:30:00 AM,0,0,0,,,,
4:35:00 AM,0,0,0,,,,
4:40:00 AM,0,0,0,,,,
4:45:00 AM,0,0,0,,,,
4:50:00 AM,0,0,0,,,,
4:55:00 AM,0,0,0,,,,
5:00:00 AM,0,0,0,,,,
5:05:00 AM,0,0,0,,,,
5:10:00 AM,0,0,0,,,,
5:15:00 AM,0,0,0,,,,
5:20:00 AM,0,0,0,,,,
5:25:00 AM,0,0,0,,,,
5:30:00 AM,0,0,0,,,,
5:35:00 AM,0,0,0,,,,
5:40:00 AM,0,0,0,,,,
5:45:00 AM,0,0,0,,,,
5:50:00 AM,0,0,0,,,,
5:55:00 AM,0,0,0,,,,
6:00:00 AM,0,0,0,,,,
6:05:00 AM,0,0,0,,,,
6:10:00 AM,0,0,0,,,,
6:15:00 AM,0,0,0,,,,
6:20:00 AM,0,0,0,,,,
6:25:00 AM,0,0,0,,,,
6:30:00 AM,0,0,0,,,,
6:35:00 AM,0,0,0,,,,
6:40:00 AM,0,0,0,,,,
6:45:00 AM,0,0,0,,,,
6:50:00 AM,0,0,0,,,,
6:55:00 AM,0,0,0,,,,
7:00:00 AM,0,0,0,,,,
7:05:00 AM,0,0,0,,,,
7:10:00 AM,0,0,0,,,,
7:15:00 AM,1,0,0,,,,
7:20:00 AM,1,0,0,,,,
7:25:00 AM,1,0,0,,,,
7:30:00 AM,0,0,0,,,,
7:35:00 AM,1,0,0,,,,
7:40:00 AM,2,0,0,,,,
7:45:00 AM,6,0,0,,,,
7:50:00 AM,2,0,0,,,,
7:55:00 AM,9,0,0,,,,
8:00:00 AM,5,0,0,,,,
8:05:00 AM,2,0,0,,,,
8:10:00 AM,6,1,0,,,,
8:15:00 AM,7,0,0,,,,
8:20:00 AM,0,1,0,,,,
8:25:00 AM,4,1,0,,,,
8:30:00 AM,3,0,1,,,,
8:35:00 AM,8,1,0,,,,
8:40:00 AM,14,0,0,,,,
8:45:00 AM,19,0,0,,,,
8:50:00 AM,28,0,0,,,,
8:55:00 AM,10,3,0,,,,
9:00:00 AM,5,0,0,,,,
9:05:00 AM,9,2,0,,,,
9:10:00 AM,17,2,0,,,,
9:15:00 AM,9,1,1,,,,
9:20:00 AM,17,2,2,,,,
9:25:00 AM,20,3,2,,,,
9:30:00 AM,12,3,0,,,,
