9:35:00 AM,16,1,0,,,,
9:40:00 AM,24,0,0,,,,
9:45:00 AM,24,1,0,,,,
9:50:00 AM,24,1,1,,,,
9:55:00 AM,10,2,0,,,,
10:00:00 AM,7,2,0,,,,
10:05:00 AM,4,4,0,,,,
10:10:00 AM,5,2,1,,,,
10:15:00 AM,8,2,0,,,,
10:20:00 AM,9,2,0,,,,
10:25:00 AM,3,4,1,,,,
10:30:00 AM,9,0,1,,,,
10:35:00 AM,8,3,1,,,,
10:40:00 AM,28,3,0,,,,
10:45:00 AM,32,1,0,,,,
10:50:00 AM,24,1,0,,,,
10:55:00 AM,19,0,0,,,,
11:00:00 AM,17,2,0,,,,
11:05:00 AM,7,0,1,,,,
11:10:00 AM,5,0,1,,,,
11:15:00 AM,6,0,0,,,,
11:20:00 AM,4,1,0,,,,
11:25:00 AM,9,0,11,,,,
11:30:00 AM,4,1,3,,,,
11:35:00 AM,3,0,4,,,,
11:40:00 AM,3,1,2,,,,
11:45:00 AM,7,1,3,,,,
11:50:00 AM,19,2,7,,,,
11:55:00 AM,12,0,1,,,,
12:00:00 PM,18,1,3,,,,
12:05:00 PM,12,1,0,,,,
12:10:00 PM,19,0,7,,,,
12:15:00 PM,8,0,0,,,,
12:20:00 PM,2,0,1,,,,
12:25:00 PM,4,1,2,,,,
12:30:00 PM,7,1,1,,,,
12:35:00 PM,2,0,0,,,,
12:40:00 PM,4,3,0,,,,
12:45:00 PM,0,0,1,,,,
12:50:00 PM,0,2,2,,,,
12:55:00 PM,4,1,0,,,,
1:00:00 PM,2,3,0,,,,
1:05:00 PM,4,1,12,,,,
1:10:00 PM,15,4,0,,,,
1:15:00 PM,6,4,0,,,,
1:20:00 PM,16,7,1,,,,
1:25:00 PM,14,5,0,,,,
1:30:00 PM,4,8,1,,,,
1:35:00 PM,12,0,0,,,,
1:40:00 PM,13,2,1,,,,
1:45:00 PM,15,0,0,,,,
1:50:00 PM,15,3,2,,,,
1:55:00 PM,7,2,0,,,,
2:00:00 PM,17,0,1,,,,
2:05:00 PM,11,0,1,,,,
2:10:00 PM,15,1,0,,,,
2:15:00 PM,6,1,1,,,,
2:20:00 PM,0,0,3,,,,
2:25:00 PM,11,3,0,,,,
2:30:00 PM,3,0,1,,,,
2:35:00 PM,4,2,2,,,,
2:40:00 PM,7,4,2,,,,
2:45:00 PM,11,1,1,,,,
2:50:00 PM,10,0,4,,,,
2:55:00 PM,11,0,0,,,,
3:00:00 PM,1,3,0,,,,
3:05:00 PM,12,1,0,,,,
3:10:00 PM,9,1,1,,,,
3:15:00 PM,12,1,1,,,,
3:20:00 PM,7,0,0,,,,
3:25:00 PM,11,0,0,,,,
3:30:00 PM,8,1,2,,,,
3:35:00 PM,10,0,1,,,,
3:40:00 PM,11,1,0,,,,
3:45:00 PM,11,2,4,,,,
3:50:00 PM,14,0,1,,,,
3:55:00 PM,10,0,2,,,,
4:00:00 PM,13,2,1,,,,
4:05:00 PM,13,1,0,,,,
4:10:00 PM,5,1,0,,,,
4:15:00 PM,6,0,0,,,,
4:20:00 PM,7,1,0,,,,
4:25:00 PM,6,1,0,,,,
4:30:00 PM,7,3,0,,,,
4:35:00 PM,6,1,1,,,,
4:40:00 PM,7,1,2,,,,
4:45:00 PM,7,3,0,,,,
4:50:00 PM,6,0,0,,,,
4:55:00 PM,10,0,0,,,,
5:00:00 PM,9,1,1,,,,
5:05:00 PM,3,0,4,,,,
5:10:00 PM,3,3,0,,,,
5:15:00 PM,2,1,1,,,,
5:20:00 PM,6,0,0,,,,
5:25:00 PM,3,1,1,,,,
5:30:00 PM,3,5,2,,,,
5:35:00 PM,3,2,1,,,,
5:40:00 PM,5,0,0,,,,
5:45:00 PM,8,1,0,,,,
5:50:00 PM,6,0,0,,,,
5:55:00 PM,5,1,0,,,,
6:00:00 PM,8,0,0,,,,
6:05:00 PM,2,2,0,,,,
6:10:00 PM,4,0,0,,,,
6:15:00 PM,3,0,1,,,,
6:20:00 PM,4,0,1,,,,
6:25:00 PM,2,0,0,,,,
6:30:00 PM,1,1,0,,,,
6:35:00 PM,0,1,0,,,,
6:40:00 PM,1,0,0,,,,
6:45:00 PM,1,1,0,,,,
6:50:00 PM,0,0,0,,,,
6:55:00 PM,2,0,2,,,,
7:00:00 PM,2,1,0,,,,
7:05:00 PM,2,0,0,,,,
7:10:00 PM,1,1,0,,,,
7:15:00 PM,0,1,1,,,,
7:20:00 PM,0,1,1,,,,
7:25:00 PM,0,0,0,,,,
7:30:00 PM,1,0,0,,,,
7:35:00 PM,1,0,0,,,,
7:40:00 PM,0,0,0,,,,
7:45:00 PM,2,1,1,,,,
7:50:00 PM,3,0,0,,,,
7:55:00 PM,0,0,0,,,,
8:00:00 PM,0,0,0,,,,
8:05:00 PM,0,0,0,,,,
8:10:00 PM,0,0,0,,,,
8:15:00 PM,1,1,0,,,,
8:20:00 PM,0,0,0,,,,
8:25:00 PM,0,1,0,,,,
8:30:00 PM,0,0,0,,,,
8:35:00 PM,0,0,0,,,,
8:40:00 PM,0,0,0,,,,
8:45:00 PM,0,0,0,,,,
8:50:00 PM,0,0,0,,,,
8:55:00 PM,0,1,0,,,,
9:00:00 PM,0,0,0,,,,
9:05:00 PM,1,0,0,,,,
9:10:00 PM,2,0,0,,,,
9:15:00 PM,0,0,1,,,,
9:20:00 PM,0,0,0,,,,
9:25:00 PM,0,0,0,,,,
9:30:00 PM,1,0,0,,,,
9:35:00 PM,0,0,0,,,,
9:40:00 PM,0,0,0,,,,
9:45:00 PM,0,0,0,,,,
9:50:00 PM,0,0,0,,,,
9:55:00 PM,0,0,0,,,,
10:00:00 PM,0,0,0,,,,
10:05:00 PM,0,0,0,,,,
10:10:00 PM,0,0,0,,,,
10:15:00 PM,0,0,0,,,,
10:20:00 PM,0,0,0,,,,
10:25:00 PM,0,0,0,,,,
10:30:00 PM,0,0,0,,,,
10:35:00 PM,0,1,0,,,,
10:40:00 PM,0,0,0,,,,
10:45:00 PM,0,0,0,,,,
10:50:00 PM,0,0,0,,,,
10:55:00 PM,0,0,0,,,,
11:00:00 PM,0,0,0,,,,
11:05:00 PM,0,0,0,,,,
11:10:00 PM,0,0,0,,,,
11:15:00 PM,0,0,0,,,,
11:20:00 PM,0,0,0,,,,
11:25:00 PM,0,0,0,,,,
11:30:00 PM,0,0,0,,,,
11:35:00 PM,0,0,0,,,,
11:40:00 PM,0,0,0,,,,
11:45:00 PM,0,0,0,,,,
11:50:00 PM,0,0,0,,,,
11:55:00 PM,0,0,0,,,,
12:00:00 AM,0,0,0,,,,
,,,,,,,
